Student_ID,Age,Gender,Branch,Year_of_Study,Commute_Mode,Commute_Time_mins,Attendance_Percentage,Study_Hours_per_Day,Social_Media_Hours_per_Day,Sleep_Hours_per_Night,Part_Time_Job,Extracurricular_Activities,Peer_Learning,Mentorship_Available,Financial_Status,Previous_Semester_SGPA,Stress_Level,Number_of_KTs,Has_KT,Cleared_in_First_Attempt
MU00174,19,Male,Computer Engineering,First Year,Local Train,98,70,2.2,2.7,4.9,No,No,No,No,Upper Middle Class,4.93,High,3,Yes,No
MU00175,21,Female,Computer Engineering,Final Year,Auto/Cab,10,61,2.5,4.5,7.7,No,Yes,Yes,No,Middle Class,5.2,Medium,1,Yes,No
MU00176,24,Male,Mechanical Engineering,Second Year,Two-Wheeler,23,74,3.8,5.6,7.2,No,No,Yes,No,Middle Class,5.2,Low,0,No,Yes
MU00177,19,Female,Computer Engineering,Final Year,Walking,35,74,3.8,5.0,5.7,No,No,Yes,Yes,Upper Middle Class,5.67,Low,0,No,Yes
MU00178,22,Male,Computer Engineering,Second Year,Two-Wheeler,32,84,0.5,2.3,5.9,No,No,No,Yes,Middle Class,5.56,Medium,1,Yes,No
MU00179,24,Female,Artificial Intelligence & Data Science,First Year,Bus,52,51,3.1,2.9,5.9,No,No,No,No,Upper Middle Class,5.32,Medium,2,Yes,No
MU00180,18,Male,Electronics & Telecom (EXTC),Final Year,Two-Wheeler,51,56,5.0,4.3,7.5,Yes,Yes,Yes,No,Middle Class,5.59,Medium,2,Yes,No
MU00181,23,Male,Computer Engineering,Second Year,Bus,53,73,2.8,3.0,7.4,No,Yes,Yes,Yes,Middle Class,5.85,Low,0,No,Yes
MU00182,23,Male,Information Technology,Third Year,Local Train,74,61,2.5,6.9,5.7,No,No,No,No,Lower Middle Class,4.77,High,4,Yes,No
MU00183,21,Female,Electronics & Telecom (EXTC),Final Year,Local Train,96,72,5.6,6.2,6.1,No,No,No,No,Upper Middle Class,5.52,Medium,2,Yes,No
MU00184,23,Female,Information Technology,Final Year,Bus,45,73,3.0,2.5,8.0,No,No,Yes,Yes,Middle Class,5.18,Low,0,No,Yes
MU00185,24,Male,Computer Engineering,First Year,Two-Wheeler,32,56,4.1,3.5,7.0,No,Yes,No,No,Upper Middle Class,5.5,High,3,Yes,No
MU00186,21,Female,Information Technology,First Year,Local Train,137,74,4.2,2.7,7.1,No,No,No,No,Middle Class,4.9,High,3,Yes,No
MU00187,24,Female,Computer Engineering,Third Year,Local Train,65,62,3.3,5.9,8.4,No,Yes,Yes,No,Middle Class,4.55,Low,3,Yes,No
MU00188,18,Male,Mechanical Engineering,Second Year,Two-Wheeler,36,46,1.8,2.9,6.9,No,Yes,No,No,Middle Class,4.55,Medium,1,Yes,No
MU00189,20,Male,Mechanical Engineering,Second Year,Bus,102,69,0.3,4.8,6.1,No,No,No,No,Middle Class,3.51,High,3,Yes,No
MU00190,20,Male,Computer Engineering,First Year,Two-Wheeler,10,63,1.9,3.3,6.1,No,No,Yes,No,Middle Class,4.36,Low,2,Yes,No
MU00191,19,Male,Information Technology,Third Year,Auto/Cab,38,60,2.3,4.5,6.0,No,No,No,Yes,Lower Middle Class,4.28,Low,2,Yes,No
MU00192,18,Female,Information Technology,First Year,Local Train,105,71,4.6,4.8,7.7,Yes,No,No,Yes,Middle Class,5.89,Low,2,Yes,No
MU00193,23,Female,Electronics & Telecom (EXTC),Final Year,Local Train,103,77,3.9,5.6,7.4,No,No,Yes,No,Middle Class,5.32,High,3,Yes,No
MU00194,18,Female,Information Technology,Final Year,Local Train,103,61,1.6,4.0,7.1,No,Yes,No,No,Middle Class,5.35,Medium,2,Yes,No
MU00195,22,Male,Information Technology,First Year,Two-Wheeler,33,82,2.4,4.2,6.8,No,No,No,Yes,Middle Class,5.64,Medium,2,Yes,No
MU00196,20,Male,Artificial Intelligence & Data Science,Final Year,Local Train,59,55,1.9,3.7,7.4,No,Yes,No,No,Upper Middle Class,4.09,Low,1,Yes,No
MU00197,23,Female,Computer Engineering,Second Year,Local Train,89,61,1.3,3.8,5.1,No,No,No,Yes,Middle Class,4.42,Low,1,Yes,No
MU00198,24,Female,Artificial Intelligence & Data Science,Second Year,Local Train,86,92,2.7,4.9,6.5,No,No,No,No,Middle Class,,Medium,2,Yes,No
MU00199,24,Female,Computer Engineering,First Year,Local Train,96,58,4.4,1.5,6.2,No,Yes,Yes,No,Upper Middle Class,5.13,Low,0,No,Yes
MU00200,20,Female,Information Technology,Final Year,Local Train,80,69,1.0,3.0,4.9,No,Yes,No,No,Lower Middle Class,5.55,Low,1,Yes,No
MU00201,18,Female,Electronics & Telecom (EXTC),Second Year,Two-Wheeler,52,58,4.8,2.3,7.4,No,No,No,No,Middle Class,5.39,Low,2,Yes,No
MU00202,23,Male,Computer Engineering,First Year,Bus,76,91,3.3,2.4,6.6,Yes,No,Yes,Yes,Middle Class,5.18,Medium,0,No,Yes
MU00203,19,Male,Computer Engineering,Final Year,Two-Wheeler,18,57,3.2,5.3,6.9,No,No,Yes,Yes,Middle Class,4.32,Low,1,Yes,No
MU00204,24,Female,Information Technology,Second Year,Local Train,39,95,2.6,1.9,6.6,No,No,Yes,No,Middle Class,7.21,Low,0,No,Yes
MU00205,18,Female,Artificial Intelligence & Data Science,Final Year,Bus,44,86,3.1,3.8,5.4,No,No,No,No,Middle Class,5.3,Medium,3,Yes,No
MU00206,19,Male,Information Technology,Second Year,Local Train,50,76,2.9,2.0,4.9,No,Yes,Yes,Yes,Middle Class,5.46,Low,0,No,Yes
MU00207,23,Male,Electronics & Telecom (EXTC),Final Year,Local Train,121,82,3.1,3.8,4.5,No,No,Yes,No,Middle Class,5.0,High,4,Yes,No
MU00208,20,Female,Civil Engineering,Third Year,Local Train,70,99,2.2,3.4,5.7,No,No,Yes,Yes,Upper Middle Class,7.41,Low,0,No,Yes
MU00209,22,Male,Civil Engineering,Final Year,Bus,70,62,4.0,2.4,6.7,No,No,Yes,No,Middle Class,4.98,Low,0,No,Yes
MU00210,21,Male,Mechanical Engineering,Final Year,Local Train,85,72,0.0,5.1,8.2,Yes,Yes,No,No,Middle Class,3.63,High,4,Yes,No
MU00211,20,Male,Information Technology,Final Year,Local Train,117,69,4.2,2.3,4.1,No,No,Yes,No,Upper Middle Class,4.43,Medium,1,Yes,No
MU00212,19,Female,Computer Engineering,Second Year,Local Train,76,58,3.8,2.5,4.0,No,Yes,Yes,Yes,Middle Class,5.64,Low,0,No,Yes
MU00213,18,Female,Information Technology,Final Year,Local Train,42,63,3.8,1.1,5.8,No,Yes,No,No,Middle Class,6.23,Low,0,No,Yes
MU00214,24,Male,Computer Engineering,Third Year,Local Train,69,74,3.6,3.1,7.3,No,No,No,Yes,Lower Middle Class,6.69,Low,1,Yes,No
MU00215,23,Female,Computer Engineering,First Year,Local Train,10,100,3.4,1.6,7.1,No,No,Yes,No,Wealthy,6.63,Low,0,No,Yes
MU00216,20,Male,Computer Engineering,Final Year,Local Train,44,53,4.1,4.7,,No,No,No,No,Middle Class,6.08,Low,1,Yes,No
MU00217,24,Male,Artificial Intelligence & Data Science,Second Year,Local Train,100,69,3.6,6.3,4.1,No,No,Yes,No,Wealthy,5.13,Medium,1,Yes,No
MU00218,24,Female,Artificial Intelligence & Data Science,First Year,Local Train,95,64,2.4,6.5,4.6,No,No,Yes,No,Middle Class,,Medium,1,Yes,No
MU00219,22,Female,Computer Engineering,Second Year,Auto/Cab,14,78,2.0,5.6,7.8,No,Yes,No,No,Middle Class,6.07,Medium,2,Yes,No
MU00220,23,Female,Computer Engineering,Third Year,Local Train,84,78,2.9,2.2,6.9,No,Yes,Yes,No,Middle Class,6.64,Low,0,No,Yes
MU00221,19,Female,Computer Engineering,Third Year,Local Train,42,50,5.1,3.4,7.6,No,No,No,No,Upper Middle Class,5.29,High,3,Yes,No
MU00222,23,Male,Information Technology,Third Year,Local Train,110,72,4.2,2.8,7.5,No,No,Yes,No,Lower Middle Class,7.09,Low,0,No,Yes
MU00223,23,Male,Computer Engineering,Second Year,Bus,55,38,3.7,2.0,9.0,No,Yes,Yes,Yes,Middle Class,6.54,Medium,3,Yes,No
MU00224,18,Male,Artificial Intelligence & Data Science,Third Year,Bus,70,86,0.0,3.2,6.0,No,Yes,Yes,No,Middle Class,5.65,Low,2,Yes,No
MU00225,21,Male,Computer Engineering,Final Year,Local Train,104,44,0.6,3.5,6.1,No,No,Yes,No,Middle Class,3.78,High,5,Yes,No
MU00226,24,Male,Computer Engineering,Second Year,Bus,65,56,3.5,3.0,6.9,No,No,Yes,No,Middle Class,5.47,Medium,2,Yes,No
MU00227,19,Female,Computer Engineering,Third Year,Two-Wheeler,25,76,4.8,4.1,7.9,No,No,Yes,No,Upper Middle Class,5.41,Low,0,No,Yes
MU00228,18,Male,Artificial Intelligence & Data Science,First Year,Auto/Cab,22,60,2.3,3.2,4.5,Yes,No,Yes,No,Middle Class,4.1,Low,0,No,Yes
MU00229,24,Female,Artificial Intelligence & Data Science,First Year,Local Train,103,75,3.1,2.7,5.8,No,Yes,Yes,No,Middle Class,5.76,High,2,Yes,No
MU00230,21,Female,Civil Engineering,Third Year,Auto/Cab,13,97,2.3,3.9,6.3,No,Yes,Yes,No,Lower Middle Class,6.36,Low,0,No,Yes
MU00231,18,Female,Information Technology,First Year,Bus,66,86,1.3,4.8,6.6,Yes,No,Yes,No,Middle Class,4.46,Low,0,No,Yes
MU00232,21,Male,Computer Engineering,Third Year,Bus,30,62,2.3,4.0,7.3,No,No,Yes,Yes,Middle Class,,Low,1,Yes,No
MU00233,21,Male,Computer Engineering,Third Year,Bus,70,66,3.2,3.4,8.2,No,Yes,Yes,Yes,Middle Class,6.62,Medium,1,Yes,No
MU00234,21,Male,Information Technology,Second Year,Walking,23,52,5.6,3.8,7.5,No,Yes,Yes,Yes,Lower Middle Class,6.13,Low,0,No,Yes
MU00235,18,Male,Civil Engineering,Second Year,Walking,34,85,2.8,6.5,6.6,No,No,No,No,Middle Class,4.27,Medium,3,Yes,No
MU00236,23,Female,Information Technology,Final Year,Local Train,147,77,3.0,2.2,6.7,No,No,No,No,Upper Middle Class,4.94,Medium,2,Yes,No
MU00237,21,Male,Information Technology,First Year,Local Train,82,57,5.2,3.9,6.6,No,No,Yes,No,Middle Class,5.26,High,3,Yes,No
MU00238,23,Male,Electronics & Telecom (EXTC),Third Year,Walking,25,74,3.9,4.4,8.8,No,No,No,No,Middle Class,5.23,Low,1,Yes,No
MU00239,24,Female,Computer Engineering,Final Year,Local Train,100,46,3.9,2.3,7.5,No,No,Yes,No,Upper Middle Class,5.09,Low,1,Yes,No
MU00240,24,Male,Electronics & Telecom (EXTC),Final Year,Local Train,81,75,4.0,3.2,5.3,Yes,Yes,Yes,Yes,Lower Middle Class,5.74,Low,1,Yes,No
MU00241,19,Female,Information Technology,Third Year,Local Train,36,89,2.3,3.7,6.3,No,No,No,Yes,Middle Class,6.64,Medium,1,Yes,No
MU00242,22,Female,Computer Engineering,Second Year,Bus,37,80,3.1,1.8,5.6,No,No,Yes,No,Middle Class,5.79,Low,0,No,Yes
MU00243,23,Female,Information Technology,First Year,Bus,49,74,3.7,3.0,7.8,No,Yes,Yes,Yes,Middle Class,7.2,Low,0,No,Yes
MU00244,24,Male,Artificial Intelligence & Data Science,First Year,Local Train,98,85,2.4,1.2,4.5,Yes,Yes,Yes,No,Upper Middle Class,5.75,High,4,Yes,No
MU00245,22,Male,Information Technology,Third Year,Bus,87,63,2.8,5.7,5.8,No,No,Yes,No,Upper Middle Class,4.45,High,3,Yes,No
MU00246,21,Female,Information Technology,First Year,Two-Wheeler,38,37,2.7,0.6,5.9,No,Yes,No,Yes,Lower Middle Class,4.6,High,4,Yes,No
MU00247,22,Male,Computer Engineering,Final Year,Local Train,121,90,1.2,2.8,6.0,No,No,Yes,No,Middle Class,6.04,Medium,2,Yes,No
MU00248,22,Female,Mechanical Engineering,Third Year,Local Train,133,83,5.1,0.5,5.5,No,Yes,Yes,No,Middle Class,7.97,Low,0,No,Yes
MU00249,21,Female,Electrical Engineering,First Year,Two-Wheeler,31,75,2.4,6.2,6.2,No,Yes,Yes,Yes,Middle Class,4.91,Low,1,Yes,No
MU00250,23,Female,Information Technology,First Year,Walking,10,71,2.1,5.8,7.7,No,Yes,No,No,Lower Middle Class,5.55,Low,0,No,Yes
MU00251,21,Male,Computer Engineering,Third Year,Local Train,91,82,3.5,6.2,6.9,No,Yes,No,No,Middle Class,4.26,High,4,Yes,No
MU00252,19,Male,Artificial Intelligence & Data Science,First Year,Bus,33,82,5.4,3.1,7.1,No,Yes,No,No,Upper Middle Class,5.62,Low,1,Yes,No
MU00253,20,Female,Civil Engineering,Final Year,Bus,96,67,2.1,5.4,7.6,Yes,No,Yes,No,Middle Class,4.67,Low,2,Yes,No
MU00254,18,Male,Electronics & Telecom (EXTC),Final Year,Local Train,124,89,3.0,2.8,7.4,Yes,Yes,Yes,No,Middle Class,6.06,Medium,1,Yes,No
MU00255,21,Male,Information Technology,Final Year,Two-Wheeler,61,81,0.0,4.1,4.4,No,No,No,No,Middle Class,4.94,Low,1,Yes,No
MU00256,21,Male,Computer Engineering,Third Year,Local Train,38,61,5.8,4.0,6.5,No,Yes,Yes,Yes,Upper Middle Class,6.79,Low,1,Yes,No
MU00257,22,Female,Civil Engineering,Final Year,Bus,52,100,2.1,3.7,6.5,No,No,No,No,Middle Class,5.72,Low,0,No,Yes
MU00258,19,Female,Electronics & Telecom (EXTC),Third Year,Local Train,91,58,0.0,2.1,4.9,No,No,Yes,Yes,Upper Middle Class,5.28,Low,2,Yes,No
MU00259,24,Male,Electronics & Telecom (EXTC),Second Year,Two-Wheeler,46,40,4.6,4.4,8.3,Yes,Yes,No,No,Middle Class,4.35,Medium,2,Yes,No
MU00260,24,Male,Computer Engineering,Third Year,Local Train,79,50,1.0,3.9,5.1,No,No,Yes,Yes,Middle Class,5.5,High,2,Yes,No
MU00261,22,Female,Electronics & Telecom (EXTC),First Year,Local Train,12,87,0.9,2.9,5.9,Yes,Yes,Yes,Yes,Upper Middle Class,5.59,Low,0,No,Yes
MU00262,23,Other,Electrical Engineering,First Year,Local Train,103,88,1.3,5.2,6.3,No,No,No,No,Middle Class,4.15,Medium,1,Yes,No
MU00263,21,Male,Artificial Intelligence & Data Science,Final Year,Local Train,143,55,2.1,1.8,7.6,No,No,No,Yes,Upper Middle Class,4.34,Low,1,Yes,No
MU00264,21,Male,Computer Engineering,Final Year,Two-Wheeler,70,61,5.4,1.9,6.2,No,Yes,No,No,Lower Middle Class,5.79,Low,2,Yes,No
MU00265,22,Female,Mechanical Engineering,Third Year,Local Train,82,61,0.8,2.3,5.5,No,No,Yes,Yes,Middle Class,4.54,Low,0,No,Yes
MU00266,21,Female,Electronics & Telecom (EXTC),Second Year,Bus,61,82,4.1,1.9,8.3,No,No,No,No,Upper Middle Class,7.28,Low,0,No,Yes
MU00267,23,Female,Artificial Intelligence & Data Science,Third Year,Two-Wheeler,24,52,1.8,2.7,,No,Yes,No,No,Middle Class,4.53,Low,1,Yes,No
MU00268,20,Female,Civil Engineering,Second Year,Bus,61,84,2.0,4.0,4.8,No,Yes,No,No,Upper Middle Class,4.63,Low,0,No,Yes
MU00269,18,Male,Artificial Intelligence & Data Science,Second Year,Local Train,77,72,2.4,2.3,6.7,No,No,No,Yes,Upper Middle Class,5.7,Medium,2,Yes,No
MU00270,18,Male,Artificial Intelligence & Data Science,Final Year,Two-Wheeler,32,61,2.7,4.4,7.3,No,Yes,No,No,Upper Middle Class,5.7,Medium,2,Yes,No
MU00271,18,Female,Computer Engineering,Second Year,Local Train,45,63,3.5,5.5,6.9,No,No,Yes,No,Lower Middle Class,5.75,Low,1,Yes,No
MU00272,20,Female,Civil Engineering,First Year,Local Train,136,66,0.3,6.1,7.3,No,No,No,No,Upper Middle Class,3.92,High,4,Yes,No
MU00273,21,Female,Electronics & Telecom (EXTC),Final Year,Local Train,82,66,6.4,1.0,6.9,No,Yes,Yes,No,Upper Middle Class,6.33,Low,1,Yes,No
MU00274,22,Female,Computer Engineering,Second Year,Bus,50,59,2.9,4.7,5.7,No,Yes,Yes,No,Wealthy,5.58,Low,0,No,Yes
MU00275,24,Male,Computer Engineering,Third Year,Bus,64,100,1.1,4.1,4.5,No,No,Yes,No,Lower Middle Class,6.82,Medium,2,Yes,No
MU00276,19,Male,Computer Engineering,Third Year,Local Train,72,78,5.1,2.8,8.0,Yes,No,No,Yes,Middle Class,5.95,Low,0,No,Yes
MU00277,21,Female,Civil Engineering,Third Year,Local Train,27,83,2.7,3.2,6.4,No,No,Yes,No,Lower Middle Class,6.06,Low,1,Yes,No
MU00278,20,Female,Information Technology,First Year,Bus,86,72,2.7,3.3,6.9,No,Yes,Yes,No,Middle Class,4.91,Medium,3,Yes,No
MU00279,23,Female,Artificial Intelligence & Data Science,First Year,Local Train,91,74,4.3,5.0,6.3,No,No,No,Yes,Upper Middle Class,6.2,High,3,Yes,No
MU00280,20,Female,Mechanical Engineering,Second Year,Local Train,113,65,0.0,4.8,6.2,No,No,No,No,Middle Class,2.81,High,4,Yes,No
MU00281,24,Female,Mechanical Engineering,Third Year,Walking,21,87,4.0,5.3,7.7,No,Yes,Yes,Yes,Middle Class,5.6,Low,0,No,Yes
MU00282,18,Male,Information Technology,First Year,Local Train,118,71,3.3,2.4,6.3,No,No,Yes,No,Lower Middle Class,5.68,High,2,Yes,No
MU00283,21,Male,Electronics & Telecom (EXTC),Second Year,Local Train,111,60,2.0,3.4,7.3,No,No,Yes,No,Middle Class,4.66,High,4,Yes,No
MU00284,24,Male,Information Technology,Final Year,Two-Wheeler,10,29,2.5,5.4,4.7,No,Yes,No,No,Middle Class,4.35,High,5,Yes,No
MU00285,18,Male,Computer Engineering,First Year,Local Train,103,56,1.9,3.5,4.8,No,Yes,Yes,No,Middle Class,4.23,Medium,0,No,Yes
MU00286,19,Male,Electrical Engineering,Final Year,Bus,42,67,3.1,5.5,5.6,No,Yes,Yes,No,Middle Class,4.79,Low,1,Yes,No
MU00287,23,Male,Mechanical Engineering,Final Year,Two-Wheeler,26,70,3.3,3.1,3.7,No,No,Yes,No,Lower Middle Class,6.06,Low,0,No,Yes
MU00288,18,Male,Computer Engineering,Final Year,Local Train,39,52,1.2,5.5,6.7,Yes,No,Yes,No,Upper Middle Class,3.5,High,6,Yes,No
MU00289,19,Male,Electrical Engineering,Final Year,Two-Wheeler,67,37,1.7,2.7,5.2,No,No,Yes,No,Middle Class,4.36,Low,1,Yes,No
MU00290,20,Female,Computer Engineering,Third Year,Two-Wheeler,37,100,0.0,0.8,6.1,No,Yes,No,Yes,Middle Class,6.42,Low,0,No,Yes
MU00291,18,Male,Information Technology,Third Year,Local Train,77,70,1.2,4.2,6.0,No,No,Yes,Yes,Middle Class,5.44,Low,2,Yes,No
MU00292,18,Male,Electronics & Telecom (EXTC),Third Year,Local Train,67,65,1.7,3.5,5.7,No,No,No,No,Middle Class,5.37,Low,1,Yes,No
MU00293,22,Female,Computer Engineering,Second Year,Auto/Cab,43,72,0.0,0.1,4.8,No,Yes,No,No,Upper Middle Class,3.66,Medium,1,Yes,No
MU00294,23,Male,Mechanical Engineering,Second Year,Bus,80,53,3.6,2.8,7.1,No,Yes,Yes,Yes,Middle Class,6.2,Low,0,No,Yes
MU00295,23,Male,Mechanical Engineering,Second Year,Local Train,17,86,4.0,4.8,7.3,No,Yes,Yes,No,Middle Class,6.58,Medium,2,Yes,No
MU00296,24,Male,Mechanical Engineering,First Year,Two-Wheeler,60,62,6.4,3.0,7.2,No,No,Yes,Yes,Upper Middle Class,7.5,Low,1,Yes,No
MU00297,20,Female,Computer Engineering,Final Year,Local Train,62,59,3.6,5.4,6.2,No,No,Yes,No,Middle Class,4.57,High,4,Yes,No
MU00298,22,Male,Information Technology,Final Year,Bus,73,61,1.7,2.7,6.3,No,No,No,No,Middle Class,4.9,Low,0,No,Yes
MU00299,24,Female,Computer Engineering,Final Year,Two-Wheeler,33,59,2.9,2.8,4.9,No,No,No,No,Upper Middle Class,6.11,Medium,1,Yes,No
MU00300,19,Male,Artificial Intelligence & Data Science,First Year,Local Train,37,53,3.6,1.2,6.2,No,No,Yes,Yes,Lower Middle Class,7.14,Low,0,No,Yes
MU00301,24,Male,Computer Engineering,First Year,Two-Wheeler,32,76,3.5,6.0,6.1,No,Yes,Yes,Yes,Middle Class,5.04,Medium,1,Yes,No
MU00302,19,Male,Information Technology,Final Year,Local Train,97,78,1.4,6.4,6.8,No,No,Yes,Yes,Middle Class,5.25,Medium,2,Yes,No
MU00303,20,Male,Artificial Intelligence & Data Science,Second Year,Bus,65,50,5.0,5.8,5.5,No,No,Yes,Yes,Middle Class,5.0,Low,0,No,Yes
MU00304,23,Female,Civil Engineering,Final Year,Local Train,79,65,4.0,4.3,6.5,No,No,Yes,No,Lower Middle Class,5.04,Medium,2,Yes,No
MU00305,19,Female,Electrical Engineering,Final Year,Local Train,91,72,4.5,1.5,6.1,Yes,No,No,No,Lower Middle Class,4.73,High,4,Yes,No
MU00306,20,Female,Artificial Intelligence & Data Science,Third Year,Local Train,93,62,4.7,3.6,7.3,No,No,Yes,Yes,Upper Middle Class,4.93,Medium,2,Yes,No
MU00307,24,Male,Information Technology,Second Year,Local Train,117,81,4.2,1.0,8.2,No,No,Yes,No,Wealthy,6.45,Low,0,No,Yes
MU00308,19,Male,Information Technology,First Year,Bus,86,93,3.9,4.5,7.4,No,No,No,Yes,Lower Middle Class,5.35,Low,1,Yes,No
MU00309,21,Female,Computer Engineering,Second Year,Bus,60,77,3.7,2.4,6.4,No,Yes,No,No,Middle Class,5.28,Low,1,Yes,No
MU00310,18,Male,Computer Engineering,Third Year,Two-Wheeler,20,70,3.3,2.9,6.1,Yes,No,Yes,No,Middle Class,6.05,Low,2,Yes,No
MU00311,24,Male,Electronics & Telecom (EXTC),Final Year,Local Train,109,58,2.7,2.0,7.0,No,No,Yes,Yes,Middle Class,6.25,High,4,Yes,No
MU00312,23,Male,Computer Engineering,First Year,Two-Wheeler,50,48,3.2,,4.4,Yes,Yes,No,No,Middle Class,5.04,Medium,2,Yes,No
MU00313,24,Male,Civil Engineering,First Year,Local Train,116,58,1.7,3.4,5.9,No,Yes,No,No,Middle Class,3.88,High,4,Yes,No
MU00314,21,Female,Computer Engineering,Third Year,Local Train,61,81,4.3,6.1,6.9,No,No,Yes,Yes,Middle Class,6.24,Medium,2,Yes,No
MU00315,20,Female,Information Technology,Second Year,Local Train,114,55,2.2,4.0,5.2,No,Yes,Yes,No,Middle Class,4.24,High,4,Yes,No
MU00316,20,Female,Mechanical Engineering,Final Year,Walking,23,88,2.2,6.1,6.4,Yes,No,Yes,No,Middle Class,4.67,Medium,2,Yes,No
MU00317,24,Male,Information Technology,First Year,Local Train,107,64,3.1,4.8,7.3,No,Yes,No,No,Upper Middle Class,5.17,Low,0,No,Yes
MU00318,21,Male,Civil Engineering,Final Year,Local Train,67,52,3.2,4.6,7.3,No,No,Yes,Yes,Lower Middle Class,4.55,Medium,2,Yes,No
MU00319,24,Male,Artificial Intelligence & Data Science,Final Year,Local Train,33,73,3.2,,5.0,No,Yes,No,No,Middle Class,4.67,Medium,3,Yes,No
MU00320,18,Male,Civil Engineering,Final Year,Local Train,49,56,4.2,1.3,5.1,No,No,No,No,Middle Class,5.41,Low,2,Yes,No
MU00321,18,Male,Information Technology,First Year,Two-Wheeler,53,82,,1.4,5.9,No,No,No,No,Middle Class,7.11,Low,0,No,Yes
MU00322,22,Female,Artificial Intelligence & Data Science,Second Year,Local Train,141,57,1.8,,7.6,No,No,Yes,Yes,Middle Class,5.42,Medium,3,Yes,No
MU00323,19,Female,Computer Engineering,Final Year,Local Train,113,39,2.6,2.5,5.9,No,Yes,Yes,No,Middle Class,4.69,Medium,1,Yes,No
MU00324,22,Male,Civil Engineering,Final Year,Auto/Cab,10,62,2.7,4.4,6.5,No,Yes,Yes,Yes,Middle Class,6.53,Medium,2,Yes,No
MU00325,18,Female,Computer Engineering,Third Year,Auto/Cab,19,46,3.0,4.7,6.5,No,No,Yes,No,Middle Class,4.92,Low,1,Yes,No
MU00326,21,Female,Computer Engineering,Second Year,Local Train,98,81,3.3,3.4,6.6,No,No,No,No,Middle Class,3.79,Medium,1,Yes,No
MU00327,19,Male,Artificial Intelligence & Data Science,Second Year,Bus,60,85,1.5,1.2,6.7,No,No,No,No,Middle Class,4.64,Medium,3,Yes,No
MU00328,21,Female,Information Technology,Final Year,Local Train,94,61,4.0,5.7,7.8,No,No,Yes,No,Lower Middle Class,5.06,Low,1,Yes,No
MU00329,22,Male,Electrical Engineering,First Year,Bus,38,93,3.4,1.7,6.4,No,Yes,Yes,Yes,Lower Middle Class,6.58,Low,0,No,Yes
MU00330,20,Male,Information Technology,First Year,Bus,30,57,2.0,5.2,5.6,Yes,No,No,Yes,Middle Class,4.85,Low,2,Yes,No
MU00331,21,Male,Electrical Engineering,First Year,Local Train,60,65,3.7,6.0,6.8,No,No,No,Yes,Upper Middle Class,6.48,Medium,2,Yes,No
MU00332,22,Female,Artificial Intelligence & Data Science,Final Year,Auto/Cab,10,53,2.3,3.5,3.8,No,No,No,No,Lower Middle Class,5.95,Low,1,Yes,No
MU00333,22,Male,Information Technology,First Year,Local Train,93,44,3.1,1.9,6.2,Yes,No,No,Yes,Middle Class,4.45,High,3,Yes,No
MU00334,22,Male,Electronics & Telecom (EXTC),Third Year,Bus,64,75,1.9,2.9,4.8,No,No,Yes,Yes,Middle Class,5.47,Low,0,No,Yes
MU00335,20,Male,Mechanical Engineering,Second Year,Two-Wheeler,19,92,4.1,7.9,6.1,No,Yes,No,No,Middle Class,6.05,Medium,3,Yes,No
MU00336,20,Male,Artificial Intelligence & Data Science,First Year,Local Train,87,63,2.8,4.4,7.6,No,Yes,Yes,No,Lower Middle Class,5.79,Medium,2,Yes,No
MU00337,24,Female,Information Technology,Third Year,Local Train,145,70,3.4,3.8,,Yes,No,No,No,Wealthy,3.1,Medium,1,Yes,No
MU00338,20,Female,Mechanical Engineering,First Year,Local Train,94,51,3.8,3.1,5.4,No,Yes,No,No,Middle Class,4.53,Medium,1,Yes,No
MU00339,19,Male,Information Technology,Second Year,Two-Wheeler,33,61,4.2,3.6,6.6,No,No,Yes,Yes,Lower Middle Class,6.45,Low,1,Yes,No
MU00340,20,Male,Computer Engineering,Third Year,Two-Wheeler,53,46,4.5,3.3,7.3,No,No,No,No,Middle Class,5.47,Low,1,Yes,No
MU00341,20,Male,Computer Engineering,Second Year,Local Train,161,92,4.2,3.0,7.7,No,No,Yes,No,Upper Middle Class,5.67,Low,0,No,Yes
MU00342,20,Male,Mechanical Engineering,Second Year,Local Train,96,51,3.3,4.8,6.1,No,Yes,Yes,No,Lower Middle Class,5.27,High,4,Yes,No
MU00343,21,Male,Artificial Intelligence & Data Science,Final Year,Local Train,72,69,3.3,5.3,5.4,No,No,Yes,No,Middle Class,4.94,High,4,Yes,No
MU00344,20,Male,Information Technology,Final Year,Bus,62,93,1.8,1.9,6.5,Yes,No,Yes,Yes,Upper Middle Class,5.93,Low,0,No,Yes
MU00345,19,Male,Electronics & Telecom (EXTC),Second Year,Bus,87,71,,6.1,6.2,No,Yes,No,No,Middle Class,4.78,Medium,1,Yes,No
